Date,Country,Confirmed,Recovered,Deaths
20200125,Saint Lucia,0,0,0
20200125,Saint Vincent and the Grenadines,0,0,0
20200125,San Marino,0,0,0
20200125,Sao Tome and Principe,0,0,0
20200125,Saudi Arabia,0,0,0
20200125,Senegal,0,0,0
20200125,Serbia,0,0,0
20200125,Seychelles,0,0,0
20200125,Sierra Leone,0,0,0
20200125,Singapore,3,0,0
20200125,Slovakia,0,0,0
20200125,Slovenia,0,0,0
20200125,Somalia,0,0,0
20200125,South Africa,0,0,0
20200125,South Sudan,0,0,0
20200125,Spain,0,0,0
20200125,Sri Lanka,0,0,0
20200125,Sudan,0,0,0
20200125,Suriname,0,0,0
20200125,Sweden,0,0,0
20200125,Switzerland,0,0,0
20200125,Syria,0,0,0
20200125,Taiwan*,3,0,0
20200125,Tajikistan,0,0,0
20200125,Tanzania,0,0,0
20200125,Thailand,7,0,0
20200125,Timor-Leste,0,0,0
20200125,Togo,0,0,0
20200125,Trinidad and Tobago,0,0,0
20200125,Tunisia,0,0,0
20200125,Turkey,0,0,0
20200125,US,2,0,0
20200125,Uganda,0,0,0
20200125,Ukraine,0,0,0
20200125,United Arab Emirates,0,0,0
20200125,United Kingdom,0,0,0
20200125,Uruguay,0,0,0
20200125,Uzbekistan,0,0,0
20200125,Venezuela,0,0,0
20200125,Vietnam,2,0,0
20200125,West Bank and Gaza,0,0,0
20200125,Western Sahara,0,0,0
20200125,Yemen,0,0,0
20200125,Zambia,0,0,0
20200125,Zimbabwe,0,0,0
20200126,Afghanistan,0,0,0
20200126,Albania,0,0,0
20200126,Algeria,0,0,0
20200126,Andorra,0,0,0
20200126,Angola,0,0,0
20200126,Antigua and Barbuda,0,0,0
20200126,Argentina,0,0,0
20200126,Armenia,0,0,0
20200126,Australia,4,0,0
20200126,Austria,0,0,0
20200126,Azerbaijan,0,0,0
20200126,Bahamas,0,0,0
20200126,Bahrain,0,0,0
20200126,Bangladesh,0,0,0
20200126,Barbados,0,0,0
20200126,Belarus,0,0,0
20200126,Belgium,0,0,0
20200126,Belize,0,0,0
20200126,Benin,0,0,0
20200126,Bhutan,0,0,0
20200126,Bolivia,0,0,0
20200126,Bosnia and Herzegovina,0,0,0
